source,target
sleejur,wef
sleejur,christenunie
sleejur,cdavandaag
sleejur,groenlinks
sleejur,MinPres
TheAllSeeing4,updayNL
SanderGrootDe,TheRebelThePoet
wim12409261,Mirjam152
JHMW1,dvank_van
LLandloper,HartvNL
klokmichael,Wonders_Always
MarioPrimo,fuelyourlife100
marktoonen75,updayNL
nl75,VrouwvdVrijheid
lunatemetic,ashatenbroeke
marcelzegtniets,Wellofgrief
marcelzegtniets,DeStefVolendam
zonderaap,wierdduk
4W4Viking,LindaSchD
ikkeOokikke1,LindaSchD
AnoMientje02,RutgerGW
zsplintersz,RutgerGW
OldHeman,VrouwvdVrijheid
jaap_toet,VrouwvdVrijheid
TimKNetherlands,kozwartepiet
TimKNetherlands,updayNL
fuelyourlife100,MarioPrimo
elsmichielsen,Summerlinda1973
elsmichielsen,frankvdlinde
diffthinkers,NOS
NeilMachia,ImaneAmsterdam
Eelco_zelf_,WA_Zevenh_D
PeterPos1,MartinvO
ale_rolan,yrealj
ale_rolan,NOS
Dexperimentals,Jeffarson29
Dexperimentals,HartvNL
Albert31443794,ReitsLydia
Harpo4Marx,trouw
elvercat,Jay2007V
elvercat,Teletekst
michel180qq,DeStefVolendam
dokkie73,KeesdeKok01
dokkie73,NachtDromer
dokkie73,frankvdlinde
Lizy_en_ik,VrouwvdVrijheid
YesOpstand,DongaMaurits
YesOpstand,frankvdlinde
ReneSuis,geertwilderspvv
elvercat,petervbelkom
elvercat,Teletekst
Jkr653,DimitriVistick
ZeusFlapdrol,Sandervandam2
ZeusFlapdrol,NOS
marcjacobs88,frankvdlinde
elvercat,Teletekst
DennisT1971,rjverhoogt58
DennisT1971,RegioPurmerend
John07662917,AvanStraaten
GenuanceerdNL,frankvdlinde
fraaaank3,NOS
marcellinho_nl,Mirjam152
markderuyter,TacoTersteeg
markderuyter,DeStefVolendam
int_personae,SmeetsLaw
int_personae,Het_OM
Janhuyserliven1,PopCraive
Janhuyserliven1,NOS
CinneVac,vrijdagde13
WaDoedeGijNou,DeStefVolendam
RonnyDeVries1,NOS
christinaw19639,NOS
relicriticus,marxismemax
relicriticus,Levensgeniete19
MolenaarAnnet,JCrelis
RogerCarcass,Johan53394081
RogerCarcass,JanSteenbergen8
RogerCarcass,PopCraive
RogerCarcass,NOS
nirtjexdancex,AvanStraaten
TeusTvG2,DrDre_010
TeusTvG2,patisseriesdam
TeusTvG2,frankvdlinde
nollie123,frankvdlinde
bbs_miss,Luna20245054512
JacqIndo,NOS
nl75,vrijdagde13
scorpio1044,LightLucieFall
lotterik2,frankvdlinde
jasper_wook,Levensgeniete19
RudieOttens,Teletekst
nata5jaa,Jeffarson29
nata5jaa,HartvNL
Menlngen,parool
pxf7schaak,DeMariekeK
pxf7schaak,RobertLangenhu2
pxf7schaak,AquariusInRed
4W4Viking,NOS
pvwell,NOS
pvwell,NOS
TeusTvG2,steven3huis
TeusTvG2,ErikTiel
TeusTvG2,frankvdlinde
klokmichael,oornstein
Ricardo08179846,Levensgeniete19
gerardrigter,avanstraaten
sinnetolsma,NOS
Kiespijn777,Debklep1978
Kiespijn777,RPBerkhout
WalterW25,HartvNL
pxf7schaak,AquariusInRed
ingriddebruijn,Michel1401
Ricardo08179846,Plakplaat63
ben_beuk,NOS
Edwinhooi1,AnnemarieGelder
Edwinhooi1,telegraaf
InsettiOfficial,Florian0251
InsettiOfficial,slaghoedje
JonkerEdwin,mystyle2b
JonkerEdwin,AnneHuffelen
JonkerEdwin,AvanStraaten
JonkerEdwin,thierrybaudet
deenigeskylar,Debklep1978
FLiefhart,SatoshiDuck
FLiefhart,EdWres
MZO68453008,JCrelis
Steven17196286,NOS
jan_dobber,GrootKo
RechtseTokkie,roos_rosa
RechtseTokkie,frankvdlinde
nl75,fuckroeper
RaymondBartens,AvanStraaten
RaymondBartens,FeyeNody
Ingrid57878695,RiniVer
Ingrid57878695,Boldking1973
Ingrid57878695,DeStefVolendam
YesOpstand,rob24471330
YesOpstand,frankvdlinde
JonkerEdwin,AlexMiedema
JonkerEdwin,AvanStraaten
JonkerEdwin,thierrybaudet
lezerniels,DevliegerErik
AntiVolgers,roos_rosa
AntiVolgers,frankvdlinde
Ton_257,Teletekst
tranz_parency,Layla_Shadilay
marcelzegtniets,NOS
JonkerEdwin,LigtenRolf
JonkerEdwin,AvanStraaten
JonkerEdwin,thierrybaudet
Backup_fis,Minze_t
Backup_fis,TheRebelThePoet
Ronaldpronk1,KKgrasshopper
RechtseTokkie,frankvdlinde
fuelyourlife100,Peter70609
fuelyourlife100,GerdaNoxy
Aaltje,Poebie2404
Aaltje,BartNijman
fuelyourlife100,BeFree111177
blik_op,lorenzovoort_
blik_op,EricRosil
blik_op,HartvNL
Peter70609,GerdaNoxy
Adijksma1985,DenisKleinhans
Adijksma1985,NHNieuws
JonkerEdwin,AvanStraaten
JonkerEdwin,thierrybaudet
fuelyourlife100,moeva18
utwaait,NOS
LucM004,GrootKo
LucM004,kozp
AnnaMar53723721,Mu4d_Di3
AnnaMar53723721,EdwardVeerman
AnnaMar53723721,HoekstraSumone
Joost_40,Teletekst
jan_dobber,vanamerongen
jan_dobber,AvanStraaten
jan_dobber,thierrybaudet
Marlon_93_D,Oops_the_Poops
Marlon_93_D,NOS
Henrymoonacroba,Politie
broodjeonzin1,DeStefVolendam
mastermattie,ayalalev8D
mastermattie,frankvdlinde
michel_aalbers,KOZP
Patries06516625,RolandPierik
QR365,DevliegerErik
SatoshiDuck,FLiefhart
SatoshiDuck,EdWres
GVelling,DeMariekeK
GVelling,ashatenbroeke
RiniVer,Boldking1973
RiniVer,DeStefVolendam
St1985laers,NOS
markie_111,DeStefVolendam
nl75,jaekuik1
St1985laers,VrouwvdVrijheid
HandigeHendrik,AquariusInRed
Ton_257,parool
RechtseTokkie,kooswijnands
RechtseTokkie,telegraaf
Follymans,EdWres
KathinkaBeer,Mirjam152
Carsfield_01,Jinek_RTL
Carsfield_01,op1npo
Carsfield_01,dit_is_M
Carsfield_01,nosnieuws
Carsfield_01,RTLnieuws
fuelyourlife100,frankvdlinde
Florian0251,slaghoedje
Florian0251,InsettiOfficial
Intruder4G,Mirjam152
hansbolder,trouw
tkempertje,KKgrasshopper
Jaaph,ashatenbroeke
EWagensveld,frank246b
EWagensveld,Politie
EWagensveld,Het_OM
RechtseTokkie,Sandervandam2
RechtseTokkie,NOS
antonstorteler1,LavieJanRoos
JohanWolf12,frankvdlinde
fuelyourlife100,AvanStraaten
lauri1970,NHNieuws
realbrandaris,WA_Zevenh_D
realbrandaris,HartvNL
realbrandaris,POL_Volendam
Ingrid57878695,NOS
antonstorteler1,LavieJanRoos
AnneHuffelen,mystyle2b
AnneHuffelen,AvanStraaten
AnneHuffelen,thierrybaudet
quall22,MissMel_12_
quall22,Mirjam152
Gielah,Eliesje3
Gielah,spacema09104056
HandigeHendrik,NOS
Dagocrypto,roos_rosa
Dagocrypto,frankvdlinde
parooidianazang,HartvNL
HandigeHendrik,moeva18
JanBos38966583,EdwardVeerman
nl75,DeStefVolendam
nl75,Willemvanaarle1
nl75,POL_Volendam
Garrincha777,Levensgeniete19
BramTheunissen1,based_tr
BramTheunissen1,EdWres
Ricardofortes42,mevrouwadvocaat
erbee10,112Vandaag
Eelco_zelf_,WA_Zevenh_D
Eelco_zelf_,HartvNL
Eelco_zelf_,POL_Volendam
lunatemetic,moeva18
quall22,GrootKo
ferdyroet,AvanStraaten
marcjacobs88,HartvNL
TianJinnl,NHNieuws
MoPo90178379,NOS
GVelling,ashatenbroeke
ErikCamman,Woutel
VogelM83,roos_rosa
VogelM83,frankvdlinde
LaurensJan4,hebawi
LaurensJan4,Charlot2409
LaurensJan4,frankvdlinde
avonturix,HartvNL
eelko76,VrouwvdVrijheid
RonvanArnhem,AvanStraaten
RonvanArnhem,henktoepoer
vgwhz,frankvdlinde
nuncaparami,VrouwvdVrijheid
nl75,slaghoedje
kroon125,NHNieuws
Eelco_zelf_,PolitiekBIJ1
KaterbergU,frankvdlinde
frieda145,mevrouwadvocaat
EricaAnita68,DeStefVolendam
EricaAnita68,meer_irma
marcelzegtniets,Minimuisje67
marcelzegtniets,moeva18
Sas49873731,HartvNL
AdriScholte,DevliegerErik
WeerStandNL,DeStefVolendam
vgwhz,VrouwvdVrijheid
EstherS1966,mevrouwadvocaat
JevedeB,Heufstillrocks
Jeffrey__Tweets,DimitriVistick
knokkelsleper,NOS
gewoondoorgaan2,Patrick30943967
gewoondoorgaan2,suntMarcel
gewoondoorgaan2,thierrybaudet
AHuisein,Koosje1973
AHuisein,maartenbrink
AHuisein,Wonders_Always
Timdalton46,DarcelM8
Timdalton46,kozwartepiet
ChrisMa62706222,Debklep1978
elsmichielsen,VrouwvdVrijheid
ikkeOokikke1,LavieJanRoos
CDoncorleone,trouw
MSmitje,DeStefVolendam
ale_rolan,LindaSchD
blokkadeleider,DonArturito
frieda145,EdgeOfEurope
frieda145,WAX1960
frieda145,Joop_nl
remkob131,scholletje1957
remkob131,EdwardVeerman
SBroec,MetsuKoen
Francien69,Politie
MadMax_010,Telegraaf
ale_rolan,LindaSchD
Dewaarh82786705,SmeetsLaw
Dewaarh82786705,Het_OM
Mark601111,trouw
Quizzy69,HartvNL
Grainfisher,HartvNL
Kitten07508151,DevliegerErik
jong_diederik,frankvdlinde
JerryT90000123,Doornuook
JerryT90000123,HartvNL
gewoondoorgaan2,EstherAntonis
gewoondoorgaan2,DeMariekeK
gewoondoorgaan2,AvanStraaten
gewoondoorgaan2,pink_indian_
gewoondoorgaan2,thierrybaudet
gewoondoorgaan2,POL_Volendam
gewoondoorgaan2,LiekeSievers
GVelling,parool
matxil,mevrouwadvocaat
Wiekkie70,DarcelM8
Wiekkie70,joenepraat
Wiekkie70,kozwartepiet
Frans_Strik,RietbergenNiels
nl75,Mirjam152
DagelijkseLezer,Johngoldwing1
DagelijkseLezer,HartvNL
jasper_wook,DevliegerErik
jasper_wook,Het_OM
EWagensveld,HartvNL
EWagensveld,Politie
EWagensveld,Het_OM
BettyV66184629,FvdMosselaar
BettyV66184629,trouw
EWagensveld,Politie
EWagensveld,Het_OM
TarakNL,parool
HereJodie,EdwardVeerman
hardcorejunkyxx,LavieJanRoos
BarryRight2,kozp
BarryRight2,D66
BarryRight2,NPO
BarryRight2,NOS
BarryRight2,sbs6
BarryRight2,RTL4
BarryRight2,Veronica
BarryRight2,Ad
BarryRight2,NRC
BarryRight2,Volkskrant
BarryRight2,Telegraaf
BarryRight2,VVD
BarryRight2,groenlinks
PVB98173514,NPORadio1
PVB98173514,kozwartepiet
PVB98173514,TheRebelThePoet
TwTweetybird,HartvNL
BarryRight2,kozp
BarryRight2,D66
BarryRight2,NPO
BarryRight2,NOS
BarryRight2,sbs6
BarryRight2,RTL4
BarryRight2,Veronica
BarryRight2,Ad
BarryRight2,NRC
BarryRight2,Volkskrant
BarryRight2,Telegraaf
BarryRight2,VVD
BarryRight2,groenlinks
PVB98173514,DarcelM8
PVB98173514,kozwartepiet
eenk66,HartvNL
nuncaparami,HartvNL
frank_vugt,frankvdlinde
WhatsUp89528035,trouw
Dutchfan33,DeStefVolendam
KP0251,BartNijman
nl75,Ingeborgvraagt
EVanderclooten,kozp
EVanderclooten,D66
EVanderclooten,NPO
EVanderclooten,NOS
EVanderclooten,sbs6
EVanderclooten,RTL4
EVanderclooten,Veronica
EVanderclooten,Ad
EVanderclooten,NRC
EVanderclooten,Volkskrant
EVanderclooten,Telegraaf
EVanderclooten,VVD
EVanderclooten,groenlinks
haycey5,GdenAantrekker
pvwell,HartvNL
pvwell,HartvNL
paulhuizer,Cortes
Nightwolf2029,CosmosDoctor2
GerardOptimist,HartvNL
WhatsUp89528035,DeStefVolendam
kristonvbemmel,EdwardVeerman
NordicMax_,HartvNL
Vrijheidsvogel,AvanStraaten
Vrijheidsvogel,thierrybaudet
DorisdeJong1,arnaudsprenger
DorisdeJong1,DonArturito
hitje89,AlexMiedema
hitje89,AvanStraaten
hitje89,thierrybaudet
appie17547367,Joop_nl
Henry12520,roos_rosa
Henry12520,frankvdlinde
hitje89,AvanStraaten
hitje89,kaatje1919
hitje89,thierrybaudet
sassefras1979,HartvNL
woutschaap,ladybugstwee_d_
woutschaap,VrouwvdVrijheid
woutschaap,TheRebelThePoet
Apocalypsiscom1,frankvdlinde
based_tr,BramTheunissen1
based_tr,EdWres
AnnevanDijk1966,trouw
quall22,HartvNL
robknijff27,oldnoskool
Backup_fis,trouw
Genesis_crawler,Kriptische
Genesis_crawler,frankvdlinde
Jack73571468,frankvdlinde
airmaxx141,fuckroeper
PVVZaanstad,ChrisJulien
PVVZaanstad,DeOrkaan
jpdb_1420,diconstruzzione
jpdb_1420,AvanStraaten
jpdb_1420,thierrybaudet
chrisarfak,alleskannieuw
Tijnpetje,frankvdlinde
anonymo02031848,DeStefVolendam
jasper_wook,frankvdlinde
recognisablyttv,sportiefscf
recognisablyttv,trouw
kelvinalblas,Levensgeniete19
Coen_2018,Radlab72
Coen_2018,borger_v
Coen_2018,JoostMichielsen
Coen_2018,GeertJandeJong3
Coen_2018,PolitiekBIJ1
Paul_Ivo,nos
William93105180,WA_Zevenh_D
William93105180,VisserJack
William93105180,Dennis37962763
William93105180,HartvNL
William93105180,POL_Volendam
Ingrid57878695,VrouwvdVrijheid
_yakoz,frankvdlinde
HandigeHendrik,frankvdlinde
Dickmans2691,YassinUlichki
Dickmans2691,AnnaTD01
Dickmans2691,frankvdlinde
beijerklaas,jos_koopman
beijerklaas,trouw
beijerklaas,DenKozp
connyschol,AvanStraaten
connyschol,thierrybaudet
ernabons,LavieJanRoos
swingheidi,EMN_51314
swingheidi,AvanStraaten
swingheidi,thierrybaudet
jasper_wook,VrouwvdVrijheid
WVO70362817,keizernicolasz
WVO70362817,frankvdlinde
IrmaDiana58,LavieJanRoos
heeeelgewoon,VrouwvdVrijheid
Elisa332659917,RinaBouman
GVelling,trouw
tygerina,jackieketarn
tygerina,DimitriVistick
GVelling,trouw
Ann195465,Debklep1978
IrmaDiana58,DimitriVistick
chrisarfak,AvanStraaten
chrisarfak,kaatje1919
chrisarfak,thierrybaudet
Karel58673420,Fromdamountain
IrmaDiana58,VrouwvdVrijheid
kroon125,nhdagblad
HandigeHendrik,DeStefVolendam
Carolinesneaky,Doornuook
Carolinesneaky,HartvNL
johnnysinti,DeStefVolendam
TopcuJ,HartvNL
based_tr,BramTheunissen1
based_tr,EdWres
dommelxl33,AvanStraaten
Oops_the_Poops,LamaGlama95
moeva18,AmsterdamNL
Genesis_crawler,VrouwvdVrijheid
Genesis_crawler,markrutte
Genesis_crawler,markrutte
killrdevil,Doornuook
killrdevil,HartvNL
moeva18,Simmelebim
moeva18,NPO1
moeva18,NOS
DeBlauwePen,DimitriVistick
michel_an_gelo,CookOkay
BarryRight2,kozp
BarryRight2,D66
BarryRight2,NPO
BarryRight2,NOS
BarryRight2,sbs6
BarryRight2,RTL4
BarryRight2,Veronica
BarryRight2,Ad
BarryRight2,NRC
BarryRight2,Volkskrant
BarryRight2,Telegraaf
BarryRight2,VVD
BarryRight2,groenlinks
SeKuRiGo,AvanStraaten
19joker67,frankvdlinde
Karel58673420,fuckroeper
jos_koopman,trottlesnot
jos_koopman,trouw
Mannetje_fiets,DeStefVolendam
alkmaarsontzet4,EdelMarina
alkmaarsontzet4,AnnaTD01
alkmaarsontzet4,frankvdlinde
FortunaWall,DeStefVolendam
Jeffrey__Tweets,FvdMosselaar
Jeffrey__Tweets,trouw
PVB98173514,kozwartepiet
Jack73571468,AvanStraaten
CanarisCanaris1,VrouwvdVrijheid
PVB98173514,kozwartepiet
VisserJack,WA_Zevenh_D
VisserJack,Dennis37962763
VisserJack,HartvNL
VisserJack,POL_Volendam
J41963735,Wiep13396680
J41963735,rinsjan
J41963735,BilderbergsS
J41963735,Observeerder
J41963735,Nachtzuster2
J41963735,Natassanews
J41963735,TwietterNatie
J41963735,nieuws_in
J41963735,LidwienNews
J41963735,blikopener333
J41963735,MuzZ11_
J41963735,Kijkverder1
J41963735,ine66H
J41963735,JacquelineWxxx
Madelin76152247,jackieketarn
Madelin76152247,AvanStraaten
TonnieLubbers,jackieketarn
TonnieLubbers,DimitriVistick
PauwsJoris,DarcelM8
PauwsJoris,kozwartepiet
Joop05134109,frankvdlinde
Joep68723925,stings_likealex
Joep68723925,kozwartepiet
denise8516,tpreintjes
denise8516,Sandervandam2
denise8516,trouw
WatNuWeerZeg,HartvNL
based_tr,BramTheunissen1
based_tr,EdWres
cabron_cacho,trouw
HeuvelRudi,DeStefVolendam
RPBerkhout,DeStefVolendam
Jeffrey__Tweets,VrouwvdVrijheid
TheWhiteWolves5,DeStefVolendam
TheWhiteWolves5,IckxsI
Steven17196286,Levensgeniete19
VisserJack,WA_Zevenh_D
VisserJack,Dennis37962763
VisserJack,HartvNL
VisserJack,POL_Volendam
remkob131,HartvNL
Bosmaatjes,arnecoomans
Bosmaatjes,TheRebelThePoet
Bosmaatjes,volkskrant
moeva18,NPO1
moeva18,NOS
Yvo55,Quelxyah
gerardkwb,HartvNL
KraaySr,AvanStraaten
KraaySr,thierrybaudet
JurDrone,VrouwvdVrijheid
CanarisCanaris1,Levensgeniete19
Boyke07054296,EdwardVeerman
keizernicolasz,WVO70362817
keizernicolasz,frankvdlinde
chrisarfak,Cortes
chrisarfak,2deKamerFVD
XrO3d,HartvNL
layze911,DarcelM8
layze911,kozwartepiet
keizernicolasz,Nazi_Varia
keizernicolasz,frankvdlinde
kozakghost95,RegioPurmerend
zeitvelt,AvanStraaten
zeitvelt,thierrybaudet
FvdMosselaar,trouw
Back2Basics_PII,Politie
Ellenv_H,AvanStraaten
PolitiekRealist,telegraaf
Huis115,Levensgeniete19
Huis115,lewinskylou2
EdZwarthoed,DeStefVolendam
CornelisFranke,DeStefVolendam
JelmerJanssen,stings_likealex
JelmerJanssen,kozwartepiet
tpreintjes,Sandervandam2
tpreintjes,trouw
ShibaaaToMoon,Joop_nl
chrisarfak,alleskannieuw
chrisarfak,hermanoldenhof
realEUpresident,kozwartepiet
PatrickdRuijter,fampoes
PatrickdRuijter,HartvNL
PatrickdRuijter,Politie
mjhjongeneel,moeva18
jos_koopman,trouw
DieEneDennis,db_tvd
DieEneDennis,civarah_
VisserJack,DeStefVolendam
WatNuWeerZeg,trouw
LoveDustyLove,Jack73571468
LoveDustyLove,Levensgeniete19
SjorsBeker,FvA1964
SjorsBeker,DeStefVolendam
SjorsBeker,helastiekje
a0r1i0,Levensgeniete19
ronmans52,trouw
SebasToutt,EdwardVeerman
SebasToutt,W20267171244
JelmerJanssen,DarcelM8
JelmerJanssen,kozwartepiet
GorgeDefence,Levensgeniete19
Carol68122351,trouw
Menlngen,HartvNL
TwietterNatie,DeStefVolendam
TwietterNatie,pim0605a
GBeerdsen,EdwardVeerman
GBeerdsen,fampoes
Jack73571468,LoveDustyLove
Jack73571468,Levensgeniete19
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
DoortjeJee,mevrouwadvocaat
nl75,ChrisvandenBos
AHendrik65,AvanStraaten
AHendrik65,nl75
kozakghost95,EdwardVeerman
FvA1964,DeStefVolendam
FvA1964,helastiekje
michel_an_gelo,Jowst
bieranda,gesnedenkoekje
LuizdulaPelz,gesnedenkoekje
BettyV66184629,Yadirah85222465
BettyV66184629,AvanStraaten
Peejeetje,KOZP
iwandienjes,Dagblad010tweet
IvdSteen17,allesisliefde
Yadirah85222465,AvanStraaten
Jellebelll,RubADuBRubsoll
Jellebelll,kozp
RubADuBRubsoll,Jellebelll
RubADuBRubsoll,kozp
RubADuBRubsoll,Jellebelll
RubADuBRubsoll,kozp
KzoneDD,PatriciaFoort
KzoneDD,Politie
Jellebelll,RubADuBRubsoll
Jellebelll,kozp
PatriciaFoort,petervmill
PatriciaFoort,TheRebelThePoet
Citizen092759,lewinskylou2
Citizen092759,NUnl
Fractie_BPA,vanKoningsveld
Fractie_BPA,Buijtelaar
Fractie_BPA,Gem_Amersfoort
Fractie_BPA,adacredactie
MayaPapaya____,POL_Volendam
BaburB_020,frankvdlinde
BaburB_020,Het_OM
BramTheunissen1,Doorbraakeu
DarcelM8,kozwartepiet
BramTheunissen1,based_tr
BramTheunissen1,EdWres
stings_likealex,kozwartepiet
ZwartePiet_be,Dsoenens
scjronaldvisser,OhYvon
RubADuBRubsoll,KOZP
Schoonebeek,GiesL20
PatriciaFoort,TheRebelThePoet
TheYazzThing,estherroddav
Rovertje,NUnl
MolenaarAnnet,AylinBilic
Alexand02654391,commiekloot
Eucalyptica,RTLnieuws
Zwartepiet_eu,abrahamsebly
fuelyourlife100,MinkeSimonse
Meijer1952,WVO70362817
Meijer1952,De5december
Rechtse_Hbo_er,geertwilderspvv
Nthz1991,NUnl
FaabXJR,Wilhelmina2024
FaabXJR,telegraaf
lucasvanlierop,albertheijn
Radlab72,PolitiekBIJ1
Radlab72,Coen_2018
Ruuddewit1973,JanBenninkCom
Ruuddewit1973,ivanengelshoven
Ruuddewit1973,kozp
JanBenninkCom,ivanengelshoven
JanBenninkCom,KOZP
Witty966,grazhdaninmira
Witty966,Wilhelmina2024
Witty966,telegraaf
DonBasco,frenkie4allll
D10011980,Wilhelmina2024
D10011980,telegraaf
Leodeadviseur,telegraaf
Marlon_93_D,GelderToi
Marlon_93_D,op1npo
based_tr,EdWres
GelderToi,op1npo
hollandswiefke,NPO1
Cornelia1949,Lidnr6
Cornelia1949,LauraBromet
Cornelia1949,LauraBromet
Jetze79,op1npo
ZwartePiet_be,booth_brian
de_rekenmeester,ZihniOzdil
de_rekenmeester,baspaternotte
R_de_Collier,_pipke_
tisaltijdwa,gjavanputten
tisaltijdwa,VermeulenHellen
tisaltijdwa,ADnl
Marcje2013,TheRebelThePoet
JoinMyTeamBB,cispeters35
JoinMyTeamBB,isgoedhoor
JoinMyTeamBB,GroningerHopper
JoinMyTeamBB,op1npo
JoinMyTeamBB,Nadine_Ridder
JoinMyTeamBB,amsterdamlale
JoinMyTeamBB,nspublieksprijs
JoinMyTeamBB,RenkemaErica
EllieB87980022,Telegraaf
correctietikje,erikstronks
nollie123,LauraBromet
Lilylilajo,robertpijkeren
nulambda7,AHMEDELBAHRI
nulambda7,MauvaisCoton
nulambda7,ZwartePiet_be
AHMEDELBAHRI,MauvaisCoton
AHMEDELBAHRI,ZwartePiet_be
ZwartePiet_be,patboc50
ZwartePiet_be,patboc50
ZwartePiet_be,patboc50
patboc50,ZwartePiet_be
wilfredvdorsten,jochemvang
chrismeister78,ChrisvandenBos
ZwartePiet_be,vaesen_roland
ZwartePiet_be,jeremietoj
ZwartePiet_be,florehut
JoannaSusanna,wmdevries
jos_uit_58,jochemvang
jos_uit_58,Hlf8Live
Monpsyvite,ZwartePiet_be
Doorbraakeu,kozwartepiet
hardcorejunkyxx,traveled
hardcorejunkyxx,thierrybaudet
_Jet_NL,koopman_peter
_Jet_NL,NUnl
KKorenaar,TheRebelThePoet
KKorenaar,volkskrant
ZwartePiet_be,Monpsyvite
tiesfrits,ChrisvandenBos
JoostMichielsen,GeertJandeJong3
JoostMichielsen,Coen_2018
JoostMichielsen,PolitiekBIJ1
Dimol19,ADnl
DarcelM8,RTLNL
DarcelM8,kozwartepiet
englishbulldogs,TijmenWisman
englishbulldogs,Gor316
djdejeu,DuMarxie
Cis841,36sandjes
Squirte020,RTLnieuws
DeGeneraal_NL,dirkvandenbroek
DeGeneraal_NL,gverbaan
DeGeneraal_NL,TheRebelThePoet
DeGeneraal_NL,PolitiekBIJ1
DeGeneraal_NL,SylvanaBIJ1
SpanjeKlaas,hugodejonge
TheRebelThePoet,volkskrant
TropicalStrings,moeva18
TropicalStrings,EWagensveld
TropicalStrings,MinPres
AsjeBello,OmaJokey
AsjeBello,NLRebellion
AsjeBello,AT5
AsjeBello,NUnl
AsjeBello,parool
AsjeBello,henkbres
AsjeBello,TerlouwArie
AsjeBello,NLRebellion
AsjeBello,AT5
AsjeBello,NUnl
AsjeBello,parool
pensioenjaren,NUnl
BeelenWybe,DuMarxie
Jacob12640507,NPORadio1
Jacob12640507,kozwartepiet
Jacob12640507,TheRebelThePoet
praatkast,johntk
praatkast,Hanvanderhorst
IsWelZo,HartvNL
HenkStrating,RonvanBaden
nisifallor,arieslob
nisifallor,arnoldkarskens
nisifallor,OmroepON
Schoonebeek,GroenLinksEmmen
Schoonebeek,groenlinks
Schoonebeek,GemeenteEmmen
Schoonebeek,RTVDrenthe
Schoonebeek,GroenLinksEmmen
Schoonebeek,GroenLinksEmmen
Schoonebeek,groenlinks
NLfeest,pieterkleinrtl
NLfeest,Nieuwsuur
NLfeest,joostoranje
toeter030,VanGamerenF1
Reaganmania1,telegraaf
Tinadebock,50_henk
Tinadebock,ZwartePiet
moeva18,EWagensveld
moeva18,MinPres
Maurice_Rossem,CrossfadeNL
Maurice_Rossem,MarjanBloem
Maurice_Rossem,BriellDe
Maurice_Rossem,trouw
Maurice_Rossem,geertwilderspvv
Maurice_Rossem,ADnl
Maurice_Rossem,PolitiekBIJ1
Maurice_Rossem,Leolucassen
Maurice_Rossem,IISG_Amsterdam
Maurice_Rossem,trouw
Maurice_Rossem,CrossfadeNL
Coen_2018,PolitiekBIJ1
GerBaron,BartNijman
Lawrence_Q,YouTube
luv7_min,mrsjeonmrskim
EWagensveld,MinPres
Rivierschaduw,jaklok84
Rivierschaduw,DuMarxie
bvandergiessen,LauraBromet
BeetjeKlaarMee,NLRebellion
BeetjeKlaarMee,AT5
BeetjeKlaarMee,NUnl
BeetjeKlaarMee,parool
BeetjeKlaarMee,NLRebellion
CARTOONISThugo,NUnl
RealPlagueDoct,OmroepON
HansPeeters,kluizenares
Nix020,Grieteke
Tevers47,ADnl
RealPlagueDoct,martijn9776
RealPlagueDoct,SiewerdJ
RealPlagueDoct,pvvstadutrecht
RealPlagueDoct,VoedselbankUtr
Stevenotus,LauraBromet
ExposingWonderl,LauraBromet
ThieuVisser,volkskrant
RHO86,MarcoCrossette
Martijn1988,NUnl
AadEerzamen,vester71
_Jet_NL,NUnl
Kara___Gozlum,phfdehaan
Kara___Gozlum,AndyMarek99
Kara___Gozlum,IkNet
Kara___Gozlum,ErikKohl
Kara___Gozlum,taal_en_tekst
Kara___Gozlum,annstrikje
kriticat1,lindavoortman
kriticat1,VoedselbankUtr
ZwartePiet_be,vinshlor
ZwartePiet_be,Cathare111
HetGummetje,_Frummel_
Aether320,michm85
Aether320,POL_Hmeer
rinushoogstad,PolitiekBIJ1
rinushoogstad,AmsterdamBIJ1
rinushoogstad,UtrechtBIJ1
rinushoogstad,HilversumBIJ1
rinushoogstad,LeidenBIJ1
rinushoogstad,Lareb_NL
Niels71599396,BilalDelpesche
Niels71599396,malukutjj
Niels71599396,tuigvanzeventig
Niels71599396,AriLennox
Niels71599396,kozwartepiet
Excalibert66,Pokeguy4
Excalibert66,NUnl
ZwartePiet_be,RaveaudGilles
ZwartePiet_be,JLMelenchon
De5december,Marieke73073784
ZwartePiet_be,jeremietoj
ZwartePiet_be,JosephSteimetz
1Coolen,ADnl
kriticat1,JoLuijten
kriticat1,jons6111
kriticat1,NickTagliaferro
Quesitum,Gerard1945X
Quesitum,sas61
Quesitum,lindavoortman
Quesitum,VoedselbankUtr
MoreThom,nrc
samoosapel,moeva18
LuciferPlucifer,NLRebellion
LuciferPlucifer,AT5
LuciferPlucifer,NUnl
LuciferPlucifer,parool
CommonSense_TV,CommonSenseTV
OccupySchagen,TimVersteeg4
OccupySchagen,NLRebellion
OccupySchagen,AT5
OccupySchagen,NUnl
OccupySchagen,parool
kempkes_jan,Chapiro
Jimmy_F_Kegel,NLRebellion
Jimmy_F_Kegel,kozwartepiet
marktoonen75,parool
Jimmy_F_Kegel,kozwartepiet
Jimmy_F_Kegel,NLRebellion
Jimmy_F_Kegel,NLRebellion
