source,target
KarigHutje,HartvNL
jeroen291066,wondacollective
jeroen291066,kozwartepiet
graaf_mark,wappiehoekje
BredewoldJulian,ChrisAalberts
Aquarius4422,EJBron2
prllxmag,VrouwvdVrijheid
PVVdrente,EWagensveld
SUGenocide,HartvNL
Christhel_MA,DeStefVolendam
DinieStrijker,LightLucieFall
sandypeter379,VrouwvdVrijheid
tiesfrits,KatStijn
tiesfrits,KaiserNascitur
tiesfrits,marxismemax
tiesfrits,Levensgeniete19
ang_haar,merlyntje
SkanderbeuK,CheckDico
SkanderbeuK,HannReformed
SkanderbeuK,MarjanChristian
SkanderbeuK,DeStefVolendam
marcjacobs88,NHNieuws
Errrr_________,AvVlastuin
Errrr_________,NLRebellion
Errrr_________,wondacollective
MHSJ27,KnolR
SkanderbeuK,michel180qq
SkanderbeuK,DeStefVolendam
SkanderbeuK,HannReformed
DerrickDuc,Zamire_Willems
woutschaap,hitje89
woutschaap,VrouwvdVrijheid
woutschaap,AmsterdamNL
dvank_van,rick_tweets
dvank_van,HartvNL
SkanderbeuK,MatthijsRomijn
Overmars12,MilaInk
Overmars12,frankvdlinde
KooijmanCees,Michel44778522
Nor_vell,Mr_frustratie
DEXTER01978276,NOS
pensioenjaren,RutgerGW
HandigeHendrik,RutgerGW
Errrr_________,Stephanie_Waal
ErwinStoof,AvanStraaten
ErwinStoof,thierrybaudet
RoelVanDerWal1,NOS
SUGenocide,DeStefVolendam
LeCorbe71272244,gwdubbeldam
woutschaap,AmsterdamNL
radici_antiche,NOS
448voyager,ImaneAmsterdam
ArjanMuil,GeertvanBoxtel
DerrickDuc,Natassanews
woutschaap,hitje89
woutschaap,AmsterdamNL
katja09117883,HartvNL
EWagensveld,insanitykitty_
EWagensveld,DeStefVolendam
EWagensveld,POL_Volendam
BelgianBolshev1,MarieAnne1482
BelgianBolshev1,wappiehoekje
PRh96075146,fampoes
PRh96075146,Politie
Zamire_Willems,RutgerGW
SkanderbeuK,Littlebird153
SkanderbeuK,anonymo02031848
SkanderbeuK,DeStefVolendam
DerrickDuc,MadMax_010
DerrickDuc,Harm_Zwiers
Dimitrykleijer,hooftpijn
Dimitrykleijer,PaulusMilleper1
peggybvd,hergroeperen
peggybvd,LenieLenie3
peggybvd,RutgerGW
Paulitos4,Jiriki108
Paulitos4,NOS
MRdeRijke,NOS
gd_ananta,NHNieuws
SUGenocide,ashatenbroeke
Errrr_________,AvVlastuin
Errrr_________,NLRebellion
Errrr_________,wondacollective
Bij88941056,TheEdgyVeggie1
Onbeperkt2021,iamER4SE
Onbeperkt2021,NOS
marcelzegtniets,MarcoLWD
Kees1830472,RotterdamBIJ1
muntverzamelaar,ChrisAalberts
SilverSypitzki,CheckDico
Natassanews,PeterSt02020969
Natassanews,DimitriVistick
EWagensveld,Martin16025281
EWagensveld,PostmaOne
Abi0261,Fairy_1279
peoplesavkin,metegazoz
peoplesavkin,ICF
peoplesavkin,SaitHalimPasaY
mister_edjuh,HartvNL
BartNijman,Denkjewel
vbnvbn3535,kozakghost95
vbnvbn3535,RutgerGW
Ed43846667,Mirjam152
Ed43846667,henktoepoer
448voyager,RutgerGW
448voyager,SybrenKooistra
Se7vennld,ikhouvandezee12
Se7vennld,Videre10
B4stard666,rodewijntjes
SAzijnman,Hannesz1956
TimvanElst1,kozwartepiet
TimvanElst1,Vught
AntiFanAccount,JoostNiemoller
Carina25645549,moeva18
j_oest,Erwin3e
j_oest,EelcoHoecke
j_oest,RHoogland
j_oest,telegraaf
aleida_andrea,ImaneAmsterdam
KlompMr,Charlot2409
KlompMr,frankvdlinde
Gerard1945X,DolphinaMaria67
Gettunoiu,hooftpijn
ietjefietje,Sportfanoat
OortjesE,HartvNL
nico_anker,MissMel_12_
ietjefietje,UnvaxxedUnited
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
4Tchat,RicardoFreedom1
TimvanElst1,W204041
TimvanElst1,stings_likealex
TimvanElst1,kozwartepiet
Smient1,WA_Zevenh_D
Smient1,HartvNL
Smient1,POL_Volendam
ietjefietje,DolfjeWW
Dorian73162059,GeaMeijers
ietjefietje,LordBerenklauw
TimvanElst1,stings_likealex
TimvanElst1,kozwartepiet
jaces,TofikDibi
pielegie,FvdMosselaar
pielegie,trouw
ietjefietje,Bertvandeweert1
Dorian73162059,Koos24Koos
nedyesopgevoed,updayNL
BoschK6,PelleBerting
_Babiche,AnnemarieGelder
_Babiche,telegraaf
Boeitmenietnu,Dutch_Lion1
Boeitmenietnu,frankvdlinde
laareddis,vrijdagde13
JerStone68,AvanStraaten
JerStone68,flakes010
JerStone68,thierrybaudet
Diggrich_,NicVis4
Diggrich_,danielvanderree
Diggrich_,RutgerGW
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,michel_an_gelo
jantegiffel,wondacollective
jantegiffel,kozwartepiet
Mr_frustratie,FSC_ole
M_nke,NOS
19BiancA08,EdwardVeerman
Dorian73162059,Joop05134109
epvdmeer,kozwartepiet
Carina25645549,moeva18
vanheutsz435ibc,PolitieLE
ietjefietje,jasper_wook
iamER4SE,Stevenotus
iamER4SE,NOS
NicVis4,Diggrich_
NicVis4,danielvanderree
NicVis4,RutgerGW
ietjefietje,monkeyzandwich
De5december,RutgerGW
mikeno0101010,BlockedFries
ConnydenHartog1,HartvNL
NuTzZNL,kozwartepiet
Richard__vliet_,AvanStraaten
Natassanews,RutgerGW
baars1_j,NHNieuws
TimvanElst1,Paul88139390
TimvanElst1,010_Rotterdam
TimvanElst1,Heerbean
nuncaparami,vrijdagde13
Mrzanoon1,RutgerGW
jasper_wook,TheRebelThePoet
jasper_wook,Antonkarel
jasper_wook,SylvanaBIJ1
SchefferlieJos,FeyeNody
SchefferlieJos,Undertaker20223
SchefferlieJos,TheRebelThePoet
Dickmans2691,Mirjam152
Richard__vliet_,DeStefVolendam
IrmaDiana58,HartvNL
marcjacobs88,wo_shame
Tsjakaaaa,Gerard1945X
JasperBosZwolle,sander_tweets
fmca69,BartNijman
WappieWokey,RutgerGW
peggybvd,LenieLenie3
peggybvd,RutgerGW
Dennis19742012,wondacollective
Dennis19742012,kozwartepiet
de_merl,Dickmans2691
NuTzZNL,sepiatekst
NuTzZNL,ImaneAmsterdam
NuTzZNL,Politie
toetsenbordrid2,PierreSophie1
toetsenbordrid2,AvanStraaten
toetsenbordrid2,thierrybaudet
Dickmans2691,BauserZiska
Dickmans2691,Mirjam152
NicolausPaal,DenKozp
johannes26969,VrouwvdVrijheid
AlexF21110522,wappiehoekje
M0NTY__241,EdWres
Suwanda7,RutgerGW
Influenca2,VrouwvdVrijheid
Fairy_1279,HartvNL
nuncaparami,UbedaMichel
nuncaparami,telegraaf
Bertvandeweert1,Moonniet
Bertvandeweert1,op1
SimoneBartels3,RechtseTokkie
Readyrnot2,ShashiRoopram
197winstonsmith,PatriciaFoort
LordBerenklauw,TheRebelThePoet
Jaq0,wappiehoekje
gerdakoene,MolenaarAnnet
veroniek1955,Vetustioribus
veroniek1955,eatlovepray211
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,antivirusje
gewoondoorgaan2,frankvdlinde
LindaDekker79,AnnemarieGelder
LindaDekker79,telegraaf
AltenaSjirk,dokkie27
hooftpijn,PaulusMilleper1
Xesz10,OldHag07738304
Xesz10,fampoes
Xesz10,Politie
gerdakoene,DMWorldLAev
BossoRosso1,NHNieuws
BossoRosso1,Dirkussssstweet
Flexcontroller,ferdgrapperhaus
Flexcontroller,MinPres
vries1924,moeva18
Solace92109577,domootto
EWagensveld,jankoudum
SanderGrootDe,ADnl
SanderGrootDe,TheRebelThePoet
MarkvanDam95,NOS
Moonniet,op1
navelpluistrui,JoostHoekstra1
fmca69,DevliegerErik
NationaalDblad,VrouwvdVrijheid
Edwin43009431,iriedaily94
gmiddelbeek,RutgerGW
minnilimburg,OZeveraar
FrankVteZ,geenstijl
ParkerPiet,Levensgeniete19
Rebellation,JanBenninkCom
JuanDav10008573,VrouwvdVrijheid
JuanDav10008573,MarjanApeldoorn
van_raab,Morpheusz5
vbnvbn3535,DeStefVolendam
aleida_andrea,marxismemax
aleida_andrea,AquariusInRed
Wenthehunter,Levensgeniete19
Blikstjinder,CacheMoney18
Blikstjinder,FuckTheShitUSay
Blikstjinder,BartNijman
mug_willem,NHNieuws
mug_willem,Dirkussssstweet
gewoondoorgaan2,Xesz10
gewoondoorgaan2,RutgerGW
NuTzZNL,kozwartepiet
Pauline1H,JdeWittvanOldeB
bert5611,ChristenvDENK
HJEbbelink,LavieJanRoos
echtnieuwsned,Doornuook
echtnieuwsned,HartvNL
fampoes,KritischeMiep
Harm_Zwiers,RutgerGW
ruudschermer,Frans_Strik
Euscupido,JanBenninkCom
AnarchyDucking,ImaneAmsterdam
AnarchyDucking,kozwartepiet
SpaanHenkie,LavieJanRoos
NuTzZNL,W204041
NuTzZNL,stings_likealex
NuTzZNL,kozwartepiet
DerrickDuc,JevedeB
henktoepoer,tiesfrits
StAmC3ll,AvanStraaten
StAmC3ll,oldnoskool
StAmC3ll,thierrybaudet
NuTzZNL,stings_likealex
NuTzZNL,kozwartepiet
rollemanmos,EWagensveld
rollemanmos,Politie
rollemanmos,Het_OM
LisanneHond,Onbegonnen
Jeffarson29,nata5jaa
Jeffarson29,HartvNL
harmuuteanske,NOS
UbedaMichel,Telegraaf
keesjan,JMB_NL
keesjan,parlementor
keesjan,Politie
AnarchyDucking,stings_likealex
AnarchyDucking,kozwartepiet
GlennDH070,ashatenbroeke
WappieNederland,Gerard1945X
gerdakoene,_Salticidae_
toetsenbordrid2,geenstijl
MarieAnne1482,wappiehoekje
henkrenst,Hannesz1956
henkrenst,Gerard1945X
henkrenst,gemEdamVolendam
NuTzZNL,DarcelM8
NuTzZNL,kozwartepiet
Tiswa80,RutgerGW
V_T_Amsterdam,Vrije
lajeninaja1,ashatenbroeke
lajeninaja1,SigridKaag
gerard_catsburg,RebekkaTimmer
JannetteVerhag1,nata5jaa
OpaMetal,AvanStraaten
OpaMetal,thierrybaudet
PronounMaster,Genderongelijk1
PaulGJK,FeyeNody
PaulGJK,TheRebelThePoet
Robert_b70,ZilteBotte
SkanderbeuK,Zorba68
SkanderbeuK,DeStefVolendam
SkanderbeuK,HannReformed
lentekind21,hooftpijn
YvonnedeVries4,DeStefVolendam
Michel1401,NickBlunt10
based_tr,BramTheunissen1
based_tr,EdWres
vbnvbn3535,richardflaton
vbnvbn3535,SandervanBetten
vbnvbn3535,Mirjam152
GezondRechts,MolenaarAnnet
MartinKarindeHa,vrijdagde13
Robert_b70,stings_likealex
Robert_b70,kozwartepiet
DerkVanTongeren,GemZaanstad
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
Robert_b70,DarcelM8
Robert_b70,kozwartepiet
LenieLenie3,peggybvd
LenieLenie3,RutgerGW
Robert_b70,ImaneAmsterdam
Robert_b70,kozwartepiet
Tweetszzzz,slaghoedje
Tweetszzzz,wondacollective
Tweetszzzz,kozwartepiet
Jeffrey__Tweets,VrouwvdVrijheid
SkanderbeuK,michel180qq
SkanderbeuK,TheWhiteWolves5
SkanderbeuK,DeStefVolendam
SkanderbeuK,IckxsI
Daniel61870110,PopCraive
Daniel61870110,NOS
bertisbert,ashatenbroeke
Genderongelijk1,NOS
XperienceIS,brabostudent
Edwardvanvlietc,HartvNL
BarnyNL,Biertjuh
BarnyNL,updayNL
DutchHumanist,parlementor
Carolinesneaky,WA_Zevenh_D
Carolinesneaky,horse_equipment
Carolinesneaky,HartvNL
Carolinesneaky,POL_Volendam
SchonwetterTon,VrouwvdVrijheid
JannetteVerhag1,quall22
Hannesz1956,Martin16025281
Pien1977,wondacollective
Pien1977,kozwartepiet
SkanderbeuK,DeStefVolendam
BramTheunissen1,based_tr
BramTheunissen1,EdWres
Verdikkie2,swingheidi
Verdikkie2,EMN_51314
Verdikkie2,AvanStraaten
Verdikkie2,thierrybaudet
merlyntje,RutgerGW
94Conservative,JuupieGezellig
zeeschilder,EdwardVeerman
nlespada,LavieJanRoos
rollemanmos,EWagensveld
rollemanmos,Politie
rollemanmos,Het_OM
Rprive1,BasKetelaars1
Rprive1,AvanStraaten
slaghoedje,wondacollective
slaghoedje,kozwartepiet
vbnvbn3535,marxismemax
vbnvbn3535,Levensgeniete19
Beltel21,trouw
henktoepoer,Satoshi747
448voyager,NOS
448voyager,TheRebelThePoet
448voyager,AmsterdamNL
DeMariekeK,ExtinctionR
Belindakreugel,Topdob11
Rprive1,AvanStraaten
serieusgezellig,DevliegerErik
Boeitmenietnu,AsjeBello
BoarDutch,NOS
sil_ver_sur_fer,Madelin76152247
sil_ver_sur_fer,jackieketarn
sil_ver_sur_fer,AvanStraaten
JannetteVerhag1,Cointraderabc
g_vester,Carlitosisback
Leesbaar,ImaneAmsterdam
KritischeMiep,fampoes
KritischeMiep,HartvNL
KritischeMiep,Politie
KritischeMiep,TheRebelThePoet
FransPietersma,SteenksRafaela
Eucalyptica,VrouwvdVrijheid
wondacollective,kozwartepiet
INGRID58NL,AnnemarieGelder
INGRID58NL,telegraaf
VolkersBram,Yadirah85222465
VolkersBram,AvanStraaten
GirbeCameron,Doorbraakeu
henktoepoer,fuckroeper
monique31963,HartvNL
Tjerkje01,Justin_DigiT
Tjerkje01,AvanStraaten
Tjerkje01,thierrybaudet
TianJinnl,JoostNiemoller
ArjenCornelisse,HartvNL
Cowboytandarts,RutgerGW
Hannesz1956,Gerard1945X
Hannesz1956,gemEdamVolendam
JannetteVerhag1,JerryT90000123
VesperVespero,Charlot2409
VesperVespero,frankvdlinde
XperienceIS,hillbillynl
Readyrnot2,hulswood
FLP05480448,FvdMosselaar
FLP05480448,trouw
VisserJack,HanSchilder
VisserJack,Ellenv_H
VisserJack,AvanStraaten
TheotenHove2,NOS
Tjerkje01,AvanStraaten
Tjerkje01,thierrybaudet
XperienceIS,AhobNiels
Hannesz1956,ljouwerter84
Hannesz1956,gemEdamVolendam
ThSchoenmakers,De5december
vanderkuijl29,JanBenninkCom
Ravotrinfo1,johnjljacobs
Ravotrinfo1,Errrr_________
MadMax_010,RutgerGW
ReindermanW,Hannesz1956
Hamerslagen,ashatenbroeke
Bertvandeweert1,JaapFriso
Bertvandeweert1,LindaSchD
aro_en_moe,BrigadierPoez
4Tchat,name30_no
Mediavoon,YvonnedeVries4
XperienceIS,MissMel_12_
RikOerlemans,Denkjewel
RikOerlemans,TheRebelThePoet
dutcharrow,heinsjohn
dutcharrow,lotterik2
dutcharrow,frankvdlinde
MolenaarAnnet,Hoogerheide
MolenaarAnnet,DonArturito
Lizzivnimwegen,Daantje2021
Lizzivnimwegen,ZijWel
Beltel21,DeStefVolendam
Kijkverder1,BLIKOPENER333
Kijkverder1,J41963735
Kijkverder1,MuzZ11_
Kijkverder1,rinsjan
TheHeinz64,LavieJanRoos
Lawrence_Q,CryptoJohn
Lawrence_Q,EdwardVeerman
Roel23098494,marcellinho_nl
Deon10000,Hannesz1956
Bertvandeweert1,LindaSchD
Duivenfan88,klitamnestra
Duivenfan88,ZilteBotte
gwdubbeldam,NOS
TweepDutch,VrouwvdVrijheid
gitaarjulian,ImaneAmsterdam
Dutchdude101,nwh_soldier
Dutchdude101,HartvNL
Garrincha777,FeyeNody
Garrincha777,TheRebelThePoet
Stevenotus,HartvNL
JvS85861130,fuckroeper
LindaDekker79,NOS
Luca61207963,HartvNL
GeaMeijers,RutgerGW
opienienie,ashatenbroeke
MarianaJansse11,Renaultgek
GelderToi,TPOnl
Hannesz1956,woutschaap
carthag90184426,followYeshua2
Hoogerheide,DonArturito
MarianaJansse11,moeva18
satefuta,telegraaf
VerbeekNetty,BlijfAUBThuis
frans_nijhof,MiepieB
frans_nijhof,geenstijl
MarianaJansse11,rallyjef2
frankkerstens,GirbeSchotsman
Gwn_Harm,VrouwvdVrijheid
GrauweGrutjes,NOS
GrauweGrutjes,NOS
Hannesz1956,dwarsbalk9
Hannesz1956,fampoes
Hannesz1956,HartvNL
Hannesz1956,Politie
hschenderling,LindaSchD
gazzagain,LavieJanRoos
2Versteeg,John07662917
_Salticidae_,AvanStraaten
_Salticidae_,thierrybaudet
IkkeAtheist,Carsfield_01
navelpluistrui,elineannepeters
Tjerkje01,petervbelkom
Tjerkje01,Teletekst
Stevenotus,CheckDico
Stevenotus,StraatmanSandra
Stevenotus,DeStefVolendam
Stevenotus,MarjanChristian
BlijfAUBThuis,HartvNL
Stevenotus,DeStefVolendam
Jkr653,Loupelamp
Jkr653,DeSloperT
2Versteeg,_Pietje_Bell
Hannesz1956,Levensgeniete19
Willem23131596,RMBras1973
011Xander,_Salticidae_
bruhlife101,LavieJanRoos
maryderuiter1,eelko76
RechtseTokkie,MallePietje66
RechtseTokkie,Jkr653
RechtseTokkie,VrouwvdVrijheid
remcoromeo,DenKozp
BlijfAUBThuis,GirbeCameron
Rent_an_Idiot,Vliegtuigspott2
Rent_an_Idiot,ikhouvandezee12
tiger_caroline,Johan53394081
tiger_caroline,Ricardofortes42
tiger_caroline,mevrouwadvocaat
Tjerkje01,19joker67
Stevenotus,NOS
JanOoms9,DevliegerErik
Tjerkje01,46Robbie
Tjerkje01,frankvdlinde
1eSolutionAgent,Iko_Nal
R_Boekee,WatNuWeerZeg
Ac98370916,DennisScheepst1
Ac98370916,EdwardVeerman
Ac98370916,fampoes
PVV4Freedom,MolenaarAnnet
PVV4Freedom,Nelliejs501
debrotherofEdd1,ChrisJulien
debrotherofEdd1,PVVZaanstad
debrotherofEdd1,DeOrkaan
_Pietje_Bell,AvanStraaten
HenryBenjamins,HartvNL
Tjerkje01,Charlot2409
Tjerkje01,frankvdlinde
MrJvP,HartvNL
Morpheusz5,RotterdamBIJ1
yvanlunzen,ashatenbroeke
yvanlunzen,wltrrr
WakkereHarry,Erwin3e
navelpluistrui,NOS
abrahamsebly,Zwartepiet_eu
TheadeJong3,FeyeNody
TheadeJong3,TheRebelThePoet
jankuhn81,maartenbrink
l_vdbrink,LavieJanRoos
bertisbert,erikpjverweij
Xoby12,Marcelonline4
BlijfAUBThuis,FeyeNody
Harrie55768285,FeyeNody
Harrie55768285,TheRebelThePoet
Erwin3e,LindaSchD
PietdeJ84877753,Bart49333898
karin_burger,Natassanews
mister_edjuh,DeGelderlander
woutschaap,TheRebelThePoet
Hannesz1956,dalli66
Tjerkje01,RudieOttens
Tjerkje01,Teletekst
JanOoms9,RutgerGW
Eaglehaslanded0,AhobNiels
Eaglehaslanded0,Mirjam152
Eaglehaslanded0,NOS
Eaglehaslanded0,RTLnieuws
Eaglehaslanded0,NPORadio1
Eaglehaslanded0,HumbertoTan
Eaglehaslanded0,BeauRTL
Eaglehaslanded0,op1npo
Eaglehaslanded0,dit_is_M
Rick262728,geenstijl
Hannesz1956,GirbeCameron
navelpluistrui,tranz_parency
Onbegonnen,AvanStraaten
Onbegonnen,thierrybaudet
JGenip,HartvNL
MeningAnonieme,GrootKo
emerveille1789,giesje
emerveille1789,AvanStraaten
emerveille1789,thierrybaudet
RechtseTokkie,kooswijnands
RechtseTokkie,telegraaf
CommuniterHold1,Donkerwoud
CommuniterHold1,EdwardVeerman
Loupelamp,Jkr653
Loupelamp,DeSloperT
DunK_058,robinkaljouw
DunK_058,BartNijman
Deon10000,Levensgeniete19
BarryRight2,EVanderclooten
dalli66,HartvNL
NeilMachia,LindaSchD
pensioenjaren,GirbeCameron
ctr_alt_forward,petervlemmix
ctr_alt_forward,OmroepON
LeuterDe,HartvNL
dezusvandeboer,vriesbgde
abrahamhelen32,abrahamsebly
Koos24Koos,RutgerGW
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
PelleBerting,Teletekst
Gerben98551608,Boldking1973
Rent_an_Idiot,Vliegtuigspott2
Rent_an_Idiot,ikhouvandezee12
MyLifeLineMQ,Jck27609222
Ihaveadreammlk2,Levensgeniete19
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
Stevenotus,iamER4SE
Stevenotus,NOS
KlompMr,EdwinOosterhoff
Morpheusz5,sander_tweets
MXKSA1,Jkr653
MXKSA1,DeSloperT
Hannesz1956,AhobNiels
Bart12530093,npo
MoniqueNierop,BrigadierPoez
mol_marit,HartvNL
MyLifeLineMQ,parooidianazang
RonnyDeVries1,HartvNL
ctr_alt_forward,PGoldschmeding
ctr_alt_forward,FransPietersma
XperienceIS,RebekkaTimmer
XperienceIS,sander_tweets
HuijbregtsSteff,RijkVriezen
RobertMichiels3,verfben
RobertMichiels3,JevedeB
CRYPTOYR6,Adrianaerjo
CRYPTOYR6,AvanStraaten
CRYPTOYR6,JDTVproducties
XperienceIS,RotterdamBIJ1
XperienceIS,sander_tweets
FrankBerkemeier,groenlinks
HomePiggy,Kozp
hardcorejunkyxx,sander_tweets
lppnieuws,Eaglehaslanded0
mastermattie,ayalalev8D
mastermattie,frankvdlinde
marcjacobs88,RutgerGW
ArjanZevenaar,Levensgeniete19
hschenderling,LindaSchD
pensioenjaren,ChrisvandenBos
HoogerwerfIvo,MSilvercloud
HoogerwerfIvo,AvanStraaten
HoogerwerfIvo,thierrybaudet
lppnieuws,BasedMadocke
Ann195465,RutgerGW
MarieAnne1482,Arnopeperkoorn
chrisarfak,GrootKo
XperienceIS,sander_tweets
Cees026,ArjanMuil
Cees026,GeertvanBoxtel
AhobNiels,Mirjam152
AhobNiels,NOS
AhobNiels,RTLnieuws
AhobNiels,NPORadio1
AhobNiels,Humbertotan
AhobNiels,BeauRTL
AhobNiels,op1npo
AhobNiels,dit_is_M
Chrisleenders1,relicriticus
JanieckS,JerryT90000123
robmueller2302,RutgerGW
Hannesz1956,Kaboute96321146
Hannesz1956,DeStefVolendam
jeroendonker,devineskye
Nienuh76,VrijWimpie
EVanderclooten,groenlinks
EVanderclooten,D66
EVanderclooten,VVD
EVanderclooten,CDA
EVanderclooten,PVVD
EVanderclooten,Volt
Lalamyth,VrouwvdVrijheid
Cathy30865646,HartvNL
rick_tweets,CarlijnHTL
rick_tweets,MichielT37
rick_tweets,Maar627846368
NoniTwit1,Rchrdb
iOrgDev,trouw
MSilvercloud,AvanStraaten
MSilvercloud,thierrybaudet
SanderGrootDe,geenstijl
tricolorerwb,FeyeNody
tricolorerwb,TheRebelThePoet
WellenVan1,frankvdlinde
GraafR2,oldnoskool
KaatjeTomaatje,DeCommentator1
GeraldVieze,StraatmanSandra
GeraldVieze,DeStefVolendam
GeraldVieze,MarjanChristian
slaghoedje,sander_tweets
fomarolie,NeytAndText
VrijWimpie,Politie
JansensAdriaan,DissidentNL
EddyC4444,HartvNL
dunhelmonder,FeyeNody
dunhelmonder,McDonald_69
dunhelmonder,TheRebelThePoet
DMWorldLAev,YouTube
zegtwatzewil,robinkaljouw
zegtwatzewil,EdZwarthoed
zegtwatzewil,DeStefVolendam
_Pietje_Bell,DeStefVolendam
RichardvH,BartNijman
HiggensWillem,NHNieuws
HiggensWillem,KOZP
ayalalev8D,mastermattie
ayalalev8D,frankvdlinde
jdaguardaguerr1,HartvNL
sabonis38,VrouwvdVrijheid
KnupjesDinges,AnneBruijne
VrijWimpie,JanNieuwste
VrijWimpie,NHNieuws
VrijWimpie,Jeltjeb
yvanlunzen,salvatore1976cs
AichaVerheye,louis_ilunga
yvanlunzen,YouTube
CarlijnHTL,MichielT37
CarlijnHTL,rick_tweets
CarlijnHTL,Maar627846368
lorelei3112,ikhouvandezee12
jan_dobber,RotterdamBIJ1
MichielT37,Maar627846368
MichielT37,rick_tweets
MichielT37,CarlijnHTL
CommuniterHold1,Donkerwoud
CommuniterHold1,EdwardVeerman
rick_tweets,Maar627846368
rick_tweets,MichielT37
rick_tweets,CarlijnHTL
marlieswasbu913,WA_Zevenh_D
marlieswasbu913,HartvNL
marlieswasbu913,POL_Volendam
Dexperimentals,NHNieuws
Suwanda7,FeyeNody
Suwanda7,TheRebelThePoet
joost_eggink,DeGelderlander
EricaAnita68,HartvNL
PeterRabbit4444,JanBenninkCom
lienwsn,marxismemax
lienwsn,Levensgeniete19
DionneLinskens,parool
tinuswilniet,LavieJanRoos
Eaglehaslanded0,Het_OM
GustafGutierrez,VrouwvdVrijheid
RietbergenNiels,Suwanda7
bentualdepineut,ErikTiel
emerveille1789,HanSchilder
emerveille1789,AvanStraaten
emerveille1789,thierrybaudet
ArjanMuil,GeertvanBoxtel
antoniefountain,elineannepeters
Suwanda7,FeyeNody
Suwanda7,TheRebelThePoet
hschenderling,Fromdamountain
Di_indonesian,RotterdamBIJ1
Maar627846368,rick_tweets
Maar627846368,MichielT37
Maar627846368,CarlijnHTL
reneetje10,DeMariekeK
reneetje10,ashatenbroeke
FortunaWall,ZilteBotte
FortunaWall,KathinkaBeer
Nelliejs501,Eaglehaslanded0
TonMelis,HartvNL
FeyeNody,TheRebelThePoet
lajeninaja1,trouw
name30_no,hugodejonge
laareddis,trouw
frmoutrspace,HartvNL
HoogerwerfIvo,KAvezaath
SchoenmakersRo2,BeFree111177
Loupelamp,marxismemax
Loupelamp,Levensgeniete19
Loupelamp,marxismemax
CarlijnHTL,MichielT37
CarlijnHTL,rick_tweets
jasper_wook,nelsonaddo96
jasper_wook,nelsonaddo96
jasper_wook,gemEdamVolendam
Punder6,ikhouvandezee12
Jean01229097,TheRebelThePoet
Joop05134109,RutgerGW
OranjeThomasvan,AnnemarieGelder
OranjeThomasvan,telegraaf
OranjeThomasvan,DenKozp
Rettiwt131313,LavieJanRoos
FortunaWall,LavieJanRoos
FortunaWall,KathinkaBeer
marcelzegtniets,Hengelonu
marcelzegtniets,Kees71234
martha7800,010_Rotterdam
rick_tweets,Maar627846368
rick_tweets,MichielT37
rick_tweets,CarlijnHTL
nebukenazzer3,Jeltjeb
Nelliejs501,knipoog50
marcelzegtniets,Lerac57
marcelzegtniets,Kees71234
marcelzegtniets,nosnieuws
joenroll,nos
MichielT37,CarlijnHTL
MichielT37,rick_tweets
2_bloempje,kozwartepiet
Maar627846368,rick_tweets
Maar627846368,MichielT37
Maar627846368,CarlijnHTL
Deon10000,life_of_esther
Deon10000,sandravanp
frisjes,KKgrasshopper
frisjes,GVerbaan
fuckroeper,NHnieuws
based_tr,BramTheunissen1
based_tr,EdWres
HoogerwerfIvo,frankvdlinde
schlamanp,Defensie
schlamanp,MinPres
schlamanp,MinBZK
Mirjam152,SandroP71216998
Mirjam152,moeva18
Dennis75E,HartvNL
jasper_wook,JennyDouwes
jasper_wook,KOZP
gewoondoorgaan2,Shelb88997430
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,GozerOost
salvatore1976cs,YouTube
hschenderling,EdgeOfEurope
TreaRingnalda,frits_leensma
arja_brink,gemEdamVolendam
yvanlunzen,YpeSmid
doo_jabba,EdwardVeerman
LuciferPlucifer,HartvNL
hschenderling,LindaSchD
tondelange2,Henk_Vertrokken
Mudler1908,ashatenbroeke
EllenKegge,jasonwolmuis
bosatlas2000,HartvNL
coristus,teunvoeten
primajonge,oakentersagain
Sjakijo,EdwardVeerman
hschenderling,NOS
GraafR2,HartvNL
mister_edjuh,HartvNL
Richardkuijer,MissMel_12_
TonnVan,NOS
PVVZaanstad,ChrisJulien
PVVZaanstad,DeOrkaan
DeLelijke,Karel58673420
DeLelijke,JustMeNL1
funboyxxl,VrouwvdVrijheid
Flexair007,GeertJeelof
TimKNetherlands,DeStefVolendam
TimKNetherlands,kozwartepiet
Joop05134109,trouw
YpeSmid,NOS
TanteTonie2,elena_129
itsPandowla,GozerOost
tondelange2,brabostudent
robknijff27,joeyvandalen
robknijff27,zozo39138903
robknijff27,PVVZaanstad
robknijff27,LavieJanRoos
CinneVac,IkNet
Novaxx62,Jeffarson29
Novaxx62,HartvNL
marcjacobs88,bijltjes1
marcjacobs88,POL_Volendam
marcjacobs88,Marechaussee
woutschaap,TimKNetherlands
biggeveen1,Mowikan
ReitsLydia,ErikTiel
